Date,Stock,Action,Qty,Price,Total_Amount,Cash_In_Hand,TMS_Khata_Value,Profit_Loss,Gain_Loss_Pct,Portfolio_Value,Reason
"May 07, 2018",SANIMA,SELL,91.0,354.0,32214.0,462512.0,198479.0,-637.0,-1.94%,660991.0,Trailing Stop (7% drop) - exactly 7.09% drop
"May 07, 2018",GBIME,SELL,106.0,314.0,33284.0,495796.0,165195.0,530.0,1.62%,660991.0,Trailing Stop (7% drop) - exactly 7.10% drop
"May 08, 2018",GMFIL,SELL,216.0,143.0,30888.0,526684.0,134271.0,-2376.0,-7.14%,660955.0,Trailing Stop (7% drop) - exactly 7.14% drop
"May 08, 2018",ALICL,BUY,37.0,878.0,-32486.0,494198.0,166757.0,0.0,0.00%,660955.0,Trend Entry (Str: 0.18)
"May 08, 2018",LICN,BUY,18.0,1752.0,-31536.0,462662.0,198293.0,0.0,0.00%,660955.0,Trend Entry (Str: 0.06)
"May 08, 2018",CZBIL,BUY,120.0,274.0,-32880.0,429782.0,231173.0,0.0,0.00%,660955.0,Trend Entry (Str: 0.03)
"May 09, 2018",JFL,BUY,187.0,176.0,-32912.0,396870.0,262773.0,0.0,0.00%,659643.0,Trend Entry (Str: 0.03)
"May 17, 2018",BFC,BUY,261.0,126.0,-32886.0,363984.0,294527.0,0.0,0.00%,658511.0,Trend Entry (Str: 0.03)
"May 20, 2018",ALICL,SELL,37.0,804.0,29748.0,393732.0,260256.0,-2738.0,-8.43%,653988.0,Trailing Stop (7% drop) - exactly 8.43% drop
"May 20, 2018",PCBL,BUY,102.0,320.0,-32640.0,361092.0,292896.0,0.0,0.00%,653988.0,Trend Entry (Str: 0.02)
"May 23, 2018",NABIL,SELL,22.0,987.0,21714.0,382806.0,268702.0,-1166.0,-5.10%,651508.0,Trailing Stop (7% drop) - exactly 7.32% drop
"May 24, 2018",NMB,SELL,74.0,450.0,33300.0,416106.0,237250.0,370.0,1.12%,653356.0,Trailing Stop (7% drop) - exactly 7.41% drop
"May 27, 2018",NICA,SELL,101.0,329.0,33229.0,449335.0,200383.0,505.0,1.54%,649718.0,Trailing Stop (7% drop) - exactly 7.58% drop
"May 28, 2018",PROFL,SELL,196.0,161.0,31556.0,480891.0,172901.0,-1568.0,-4.73%,653792.0,Trailing Stop (7% drop) - exactly 7.47% drop
"Jun 03, 2018",JFL,SELL,187.0,170.0,31790.0,512681.0,134632.0,-1122.0,-3.41%,647313.0,Trailing Stop (7% drop) - exactly 7.61% drop
"Jun 04, 2018",CZBIL,SELL,120.0,250.0,30000.0,542681.0,103684.0,-2880.0,-8.76%,646365.0,Trailing Stop (7% drop) - exactly 8.76% drop
"Jun 06, 2018",PROFL,BUY,190.0,170.0,-32300.0,510381.0,136980.0,0.0,0.00%,647361.0,Trend Entry (Str: 0.02)
"Jun 10, 2018",LICN,SELL,18.0,1632.0,29376.0,539757.0,101250.0,-2160.0,-6.85%,641007.0,Trailing Stop (7% drop) - exactly 7.95% drop
"Jun 10, 2018",PCBL,SELL,102.0,295.0,30090.0,569847.0,71160.0,-2550.0,-7.81%,641007.0,Trailing Stop (7% drop) - exactly 7.81% drop
"Jun 10, 2018",PROFL,SELL,190.0,152.0,28880.0,598727.0,42280.0,-3420.0,-10.59%,641007.0,Trailing Stop (7% drop) - exactly 10.59% drop
"Jun 13, 2018",JFL,BUY,182.0,176.0,-32032.0,566695.0,74312.0,0.0,0.00%,641007.0,Trend Entry (Str: 0.02)
"Jun 20, 2018",JFL,SELL,182.0,162.0,29484.0,596179.0,41236.0,-2548.0,-7.95%,637415.0,Trailing Stop (7% drop) - exactly 7.95% drop
"Jul 11, 2018",EDBL,BUY,94.0,338.0,-31772.0,564407.0,74052.0,0.0,0.00%,638459.0,Trend Entry (Str: 0.02)
"Jul 16, 2018",JBBL,BUY,226.0,141.0,-31866.0,532541.0,105918.0,0.0,0.00%,638459.0,Trend Entry (Str: 0.02)
"Jul 19, 2018",PFL,BUY,231.0,138.0,-31878.0,500663.0,138022.0,0.0,0.00%,638685.0,Trend Entry (Str: 0.03)
"Jul 22, 2018",NMB,BUY,89.0,354.0,-31506.0,469157.0,167158.0,0.0,0.00%,636315.0,Trend Entry (Str: 0.01)
"Jul 24, 2018",BFC,SELL,261.0,108.0,28188.0,497345.0,135570.0,-4698.0,-14.29%,632915.0,Trailing Stop (7% drop) - exactly 15.62% drop
"Jul 25, 2018",ADBL,BUY,100.0,314.0,-31400.0,465945.0,166907.0,0.0,0.00%,632852.0,Trend Entry (Str: 0.00)
"Jul 25, 2018",PCBL,BUY,110.0,287.0,-31570.0,434375.0,198477.0,0.0,0.00%,632852.0,Trend Entry (Str: 0.00)
"Jul 29, 2018",NHPC,BUY,368.0,86.0,-31648.0,402727.0,231607.0,0.0,0.00%,634334.0,Trend Entry (Str: 0.04)
"Jul 29, 2018",LICN,BUY,19.0,1590.0,-30210.0,372517.0,261817.0,0.0,0.00%,634334.0,Trend Entry (Str: 0.01)
"Jul 29, 2018",EBL,BUY,47.0,672.0,-31584.0,340933.0,293401.0,0.0,0.00%,634334.0,Trend Entry (Str: 0.01)
"Jul 30, 2018",JFL,BUY,166.0,190.0,-31540.0,309393.0,323350.0,0.0,0.00%,632743.0,Trend Entry (Str: 0.12)
"Jul 30, 2018",SBI,BUY,62.0,504.0,-31248.0,278145.0,354598.0,0.0,0.00%,632743.0,Trend Entry (Str: 0.01)
"Aug 02, 2018",NMB,SELL,89.0,318.0,28302.0,306447.0,321316.0,-3204.0,-10.17%,627763.0,Trailing Stop (7% drop) - exactly 12.88% drop
"Aug 05, 2018",GBIME,BUY,106.0,295.0,-31270.0,275177.0,353034.0,0.0,0.00%,628211.0,Trend Entry (Str: 0.03)
"Aug 05, 2018",MEGA,BUY,191.0,164.0,-31324.0,243853.0,384358.0,0.0,0.00%,628211.0,Trend Entry (Str: 0.01)
"Aug 07, 2018",NHPC,SELL,368.0,79.0,29072.0,272925.0,353263.0,-2576.0,-8.14%,626188.0,Trailing Stop (7% drop) - exactly 8.14% drop
"Aug 14, 2018",MFIL,BUY,254.0,123.0,-31242.0,241683.0,384100.0,0.0,0.00%,625783.0,Trend Entry (Str: 0.03)
"Aug 15, 2018",CZBIL,BUY,132.0,240.0,-31680.0,210003.0,425325.0,0.0,0.00%,635328.0,Trend Entry (Str: 0.03)
"Aug 16, 2018",NABIL,BUY,33.0,957.0,-31581.0,178422.0,457469.0,0.0,0.00%,635891.0,Trend Entry (Str: 0.05)
"Aug 16, 2018",KBL,BUY,154.0,206.0,-31724.0,146698.0,489193.0,0.0,0.00%,635891.0,Trend Entry (Str: 0.04)
"Aug 20, 2018",EDBL,SELL,94.0,314.0,29516.0,176214.0,453051.0,-2256.0,-7.10%,629265.0,Trailing Stop (7% drop) - exactly 7.10% drop
"Aug 28, 2018",NICA,BUY,96.0,325.0,-31200.0,145014.0,479658.0,0.0,0.00%,624672.0,Trend Entry (Str: 0.04)
"Aug 29, 2018",GMFIL,BUY,230.0,135.0,-31050.0,113964.0,509705.0,0.0,0.00%,623669.0,Trend Entry (Str: 0.02)
"Aug 30, 2018",SANIMA,BUY,97.0,320.0,-31040.0,82924.0,543081.0,0.0,0.00%,626005.0,Trend Entry (Str: 0.02)
"Sep 05, 2018",CORBL,BUY,311.0,105.0,-32655.0,50269.0,604872.0,0.0,0.00%,655141.0,Trend Entry (Str: 0.02)
"Sep 06, 2018",MBL,BUY,149.0,218.0,-32482.0,17787.0,633952.0,0.0,0.00%,651739.0,Trend Entry (Str: 0.06)
"Sep 09, 2018",ICFC,BUY,105.0,168.0,-17640.0,147.0,649565.0,0.0,0.00%,649712.0,Trend Entry (Str: 0.03)
"Sep 12, 2018",NICA,SELL,96.0,408.0,39168.0,39315.0,619661.0,7968.0,25.54%,658976.0,Take Profit (25% up) - exactly 25.54% up
"Sep 12, 2018",NHPC,BUY,387.0,85.0,-32895.0,6420.0,652556.0,0.0,0.00%,658976.0,Trend Entry (Str: 0.07)
"Sep 12, 2018",NMB,BUY,18.0,338.0,-6084.0,336.0,658640.0,0.0,0.00%,658976.0,Trend Entry (Str: 0.05)
"Sep 13, 2018",GMFIL,SELL,230.0,125.0,28750.0,29086.0,635478.0,-2300.0,-7.41%,664564.0,Trailing Stop (7% drop) - exactly 7.41% drop
"Sep 13, 2018",NBB,BUY,135.0,215.0,-29025.0,61.0,664503.0,0.0,0.00%,664564.0,Trend Entry (Str: 0.05)
"Sep 25, 2018",MEGA,SELL,191.0,206.0,39346.0,39407.0,646789.0,8022.0,25.61%,686196.0,Take Profit (25% up) - exactly 25.61% up
"Sep 25, 2018",KBL,SELL,154.0,260.0,40040.0,79447.0,606749.0,8316.0,26.21%,686196.0,Take Profit (25% up) - exactly 26.21% up
"Sep 25, 2018",CORBL,SELL,311.0,97.0,30167.0,109614.0,576582.0,-2488.0,-7.62%,686196.0,Trailing Stop (7% drop) - exactly 7.62% drop
"Sep 25, 2018",NICA,BUY,76.0,447.0,-33972.0,75642.0,610554.0,0.0,0.00%,686196.0,Trend Entry (Str: 0.24)
"Sep 30, 2018",ICFC,SELL,105.0,159.0,16695.0,92337.0,580833.0,-945.0,-5.36%,673170.0,Trailing Stop (7% drop) - exactly 8.09% drop
"Sep 30, 2018",MEGA,BUY,164.0,205.0,-33620.0,58717.0,614453.0,0.0,0.00%,673170.0,Trend Entry (Str: 0.15)
"Sep 30, 2018",KBL,BUY,131.0,255.0,-33405.0,25312.0,647858.0,0.0,0.00%,673170.0,Trend Entry (Str: 0.14)
"Oct 01, 2018",JBBL,SELL,226.0,140.0,31640.0,56952.0,604755.0,-226.0,-0.71%,661707.0,Trailing Stop (7% drop) - exactly 7.89% drop
"Oct 01, 2018",CZBIL,SELL,132.0,249.0,32868.0,89820.0,571887.0,1188.0,3.75%,661707.0,Trailing Stop (7% drop) - exactly 7.09% drop
"Oct 01, 2018",MBL,SELL,149.0,225.0,33525.0,123345.0,538362.0,1043.0,3.21%,661707.0,Trailing Stop (7% drop) - exactly 7.02% drop
"Oct 02, 2018",JFL,SELL,166.0,173.0,28718.0,152063.0,503347.0,-2822.0,-8.95%,655410.0,Trailing Stop (7% drop) - exactly 23.79% drop
"Oct 03, 2018",NHPC,SELL,387.0,81.0,31347.0,183410.0,465349.0,-1548.0,-4.71%,648759.0,Trailing Stop (7% drop) - exactly 8.99% drop
"Oct 03, 2018",NMB,SELL,18.0,350.0,6300.0,189710.0,459049.0,216.0,3.55%,648759.0,Trailing Stop (7% drop) - exactly 7.16% drop
"Oct 03, 2018",NBB,SELL,135.0,212.0,28620.0,218330.0,430429.0,-405.0,-1.40%,648759.0,Trailing Stop (7% drop) - exactly 7.42% drop
"Oct 03, 2018",AHPC,BUY,242.0,134.0,-32428.0,185902.0,462857.0,0.0,0.00%,648759.0,Trend Entry (Str: 0.01)
"Oct 07, 2018",ADBL,SELL,100.0,344.0,34400.0,220302.0,422919.0,3000.0,9.55%,643221.0,Trailing Stop (7% drop) - exactly 7.28% drop
"Oct 07, 2018",EBL,SELL,47.0,623.0,29281.0,249583.0,393638.0,-2303.0,-7.29%,643221.0,Trailing Stop (7% drop) - exactly 7.43% drop
"Oct 07, 2018",SANIMA,SELL,97.0,326.0,31622.0,281205.0,362016.0,582.0,1.88%,643221.0,Trailing Stop (7% drop) - exactly 7.12% drop
"Oct 07, 2018",NHPC,BUY,387.0,83.0,-32121.0,249084.0,394137.0,0.0,0.00%,643221.0,Trend Entry (Str: 0.02)
"Oct 09, 2018",PCBL,SELL,110.0,320.0,35200.0,284284.0,359434.0,3630.0,11.50%,643718.0,Trailing Stop (7% drop) - exactly 7.51% drop
"Oct 10, 2018",LICN,SELL,19.0,1505.0,28595.0,312879.0,330137.0,-1615.0,-5.35%,643016.0,Trailing Stop (7% drop) - exactly 7.67% drop
"Oct 11, 2018",NMB,BUY,90.0,356.0,-32040.0,280839.0,364107.0,0.0,0.00%,644946.0,Trend Entry (Str: 0.03)
"Oct 11, 2018",NBB,BUY,150.0,214.0,-32100.0,248739.0,396207.0,0.0,0.00%,644946.0,Trend Entry (Str: 0.01)
"Oct 14, 2018",PCBL,BUY,97.0,335.0,-32495.0,216244.0,434519.0,0.0,0.00%,650763.0,Trend Entry (Str: 0.03)
"Oct 25, 2018",SANIMA,BUY,94.0,344.0,-32336.0,183908.0,465815.0,0.0,0.00%,649723.0,Trend Entry (Str: 0.02)
"Oct 29, 2018",PFL,SELL,231.0,140.0,32340.0,216248.0,418363.0,462.0,1.45%,634611.0,Trailing Stop (7% drop) - exactly 12.50% drop
"Nov 01, 2018",LICN,BUY,20.0,1580.0,-31600.0,184648.0,451914.0,0.0,0.00%,636562.0,Trend Entry (Str: 0.01)
"Nov 04, 2018",NICA,SELL,76.0,413.0,31388.0,216036.0,415093.0,-2584.0,-7.61%,631129.0,Trailing Stop (7% drop) - exactly 8.22% drop
"Nov 04, 2018",AHPC,SELL,242.0,123.0,29766.0,245802.0,385327.0,-2662.0,-8.21%,631129.0,Trailing Stop (7% drop) - exactly 8.21% drop
"Nov 11, 2018",SBI,SELL,62.0,471.0,29202.0,275004.0,354826.0,-2046.0,-6.55%,629830.0,Trailing Stop (7% drop) - exactly 7.83% drop
"Nov 12, 2018",MEGA,SELL,164.0,195.0,31980.0,306984.0,319486.0,-1640.0,-4.88%,626470.0,Trailing Stop (7% drop) - exactly 7.14% drop
"Nov 14, 2018",NHPC,SELL,387.0,77.0,29799.0,336783.0,294855.0,-2322.0,-7.23%,631638.0,Trailing Stop (7% drop) - exactly 7.23% drop
"Nov 18, 2018",MFIL,SELL,254.0,124.0,31496.0,368279.0,259874.0,254.0,0.81%,628153.0,Trailing Stop (7% drop) - exactly 8.15% drop
"Nov 20, 2018",NABIL,SELL,33.0,902.0,29766.0,398045.0,230062.0,-1815.0,-5.75%,628107.0,Trailing Stop (7% drop) - exactly 7.01% drop
"Nov 22, 2018",NBB,SELL,150.0,200.0,30000.0,428045.0,199150.0,-2100.0,-6.54%,627195.0,Trailing Stop (7% drop) - exactly 7.41% drop
"Nov 22, 2018",ICFC,BUY,198.0,158.0,-31284.0,396761.0,230434.0,0.0,0.00%,627195.0,Trend Entry (Str: 0.02)
"Nov 27, 2018",PROFL,BUY,286.0,109.0,-31174.0,365587.0,259402.0,0.0,0.00%,624989.0,Trend Entry (Str: 0.07)
"Nov 29, 2018",SANIMA,SELL,94.0,318.0,29892.0,395479.0,228213.0,-2444.0,-7.56%,623692.0,Trailing Stop (7% drop) - exactly 7.56% drop
"Dec 02, 2018",GBIME,SELL,106.0,302.0,32012.0,427491.0,194282.0,742.0,2.37%,621773.0,Trailing Stop (7% drop) - exactly 7.36% drop
"Dec 02, 2018",LICN,SELL,20.0,1455.0,29100.0,456591.0,165182.0,-2500.0,-7.91%,621773.0,Trailing Stop (7% drop) - exactly 7.91% drop
"Dec 05, 2018",KBL,SELL,131.0,239.0,31309.0,487900.0,133706.0,-2096.0,-6.27%,621606.0,Trailing Stop (7% drop) - exactly 8.08% drop
"Dec 05, 2018",PCBL,SELL,97.0,312.0,30264.0,518164.0,103442.0,-2231.0,-6.87%,621606.0,Trailing Stop (7% drop) - exactly 7.69% drop
"Dec 11, 2018",JFL,BUY,176.0,176.0,-30976.0,487188.0,134596.0,0.0,0.00%,621784.0,Trend Entry (Str: 0.04)
"Dec 13, 2018",GBIME,BUY,97.0,318.0,-30846.0,456342.0,165852.0,0.0,0.00%,622194.0,Trend Entry (Str: 0.02)
"Dec 19, 2018",LICN,BUY,20.0,1551.0,-31020.0,425322.0,198040.0,0.0,0.00%,623362.0,Trend Entry (Str: 0.04)
"Dec 20, 2018",ADBL,BUY,89.0,349.0,-31061.0,394261.0,228539.0,0.0,0.00%,622800.0,Trend Entry (Str: 0.02)
"Dec 23, 2018",ALICL,BUY,52.0,600.0,-31200.0,363061.0,264770.0,0.0,0.00%,627831.0,Trend Entry (Str: 0.16)
"Dec 23, 2018",PCBL,BUY,92.0,340.0,-31280.0,331781.0,296050.0,0.0,0.00%,627831.0,Trend Entry (Str: 0.05)
"Dec 23, 2018",PFL,BUY,227.0,138.0,-31326.0,300455.0,327376.0,0.0,0.00%,627831.0,Trend Entry (Str: 0.03)
"Dec 23, 2018",KBL,BUY,124.0,252.0,-31248.0,269207.0,358624.0,0.0,0.00%,627831.0,Trend Entry (Str: 0.02)
"Dec 23, 2018",MBL,BUY,146.0,214.0,-31244.0,237963.0,389868.0,0.0,0.00%,627831.0,Trend Entry (Str: 0.01)
"Dec 24, 2018",NBB,BUY,156.0,200.0,-31200.0,206763.0,419568.0,0.0,0.00%,626331.0,Trend Entry (Str: 0.00)
"Dec 25, 2018",NMB,SELL,90.0,336.0,30240.0,237003.0,383954.0,-1800.0,-5.62%,620957.0,Trailing Stop (7% drop) - exactly 14.29% drop
"Dec 25, 2018",JBBL,BUY,228.0,136.0,-31008.0,205995.0,414962.0,0.0,0.00%,620957.0,Trend Entry (Str: 0.00)
"Dec 27, 2018",EDBL,BUY,108.0,290.0,-31320.0,174675.0,452861.0,0.0,0.00%,627536.0,Trend Entry (Str: 0.05)
"Dec 27, 2018",EBL,BUY,57.0,550.0,-31350.0,143325.0,484211.0,0.0,0.00%,627536.0,Trend Entry (Str: 0.02)
"Dec 30, 2018",GBIME,SELL,97.0,281.0,27257.0,170582.0,447789.0,-3589.0,-11.64%,618371.0,Trailing Stop (7% drop) - exactly 14.33% drop
"Dec 30, 2018",SBI,BUY,72.0,425.0,-30600.0,139982.0,478389.0,0.0,0.00%,618371.0,Trend Entry (Str: 0.03)
"Jan 02, 2019",NBB,SELL,156.0,191.0,29796.0,169778.0,439845.0,-1404.0,-4.50%,609623.0,Trailing Stop (7% drop) - exactly 7.73% drop
"Jan 03, 2019",SBI,SELL,72.0,391.0,28152.0,197930.0,412471.0,-2448.0,-8.00%,610401.0,Trailing Stop (7% drop) - exactly 8.00% drop
"Jan 06, 2019",ALICL,SELL,52.0,600.0,31200.0,229130.0,379582.0,0.0,0.00%,608712.0,Trailing Stop (7% drop) - exactly 7.41% drop
"Jan 07, 2019",GMFIL,BUY,234.0,130.0,-30420.0,198710.0,410911.0,0.0,0.00%,609621.0,Trend Entry (Str: 0.05)
"Jan 09, 2019",SANIMA,BUY,98.0,309.0,-30282.0,168428.0,439950.0,0.0,0.00%,608378.0,Trend Entry (Str: 0.01)
"Jan 10, 2019",ALICL,BUY,49.0,620.0,-30380.0,138048.0,473959.0,0.0,0.00%,612007.0,Trend Entry (Str: 0.12)
"Jan 14, 2019",EDBL,SELL,108.0,273.0,29484.0,167532.0,442238.0,-1836.0,-5.86%,609770.0,Trailing Stop (7% drop) - exactly 7.14% drop
"Jan 14, 2019",NICA,BUY,78.0,386.0,-30108.0,137424.0,472346.0,0.0,0.00%,609770.0,Trend Entry (Str: 0.01)
"Jan 23, 2019",EDBL,BUY,108.0,281.0,-30348.0,107076.0,502477.0,0.0,0.00%,609553.0,Trend Entry (Str: 0.02)
"Feb 03, 2019",JFL,SELL,176.0,166.0,29216.0,136292.0,466622.0,-1760.0,-5.68%,602914.0,Trailing Stop (7% drop) - exactly 7.26% drop
"Feb 03, 2019",PCBL,SELL,92.0,318.0,29256.0,165548.0,437366.0,-2024.0,-6.47%,602914.0,Trailing Stop (7% drop) - exactly 7.56% drop
"Feb 06, 2019",ADBL,SELL,89.0,335.0,29815.0,195363.0,401457.0,-1246.0,-4.01%,596820.0,Trailing Stop (7% drop) - exactly 7.46% drop
"Feb 06, 2019",PFL,SELL,227.0,130.0,29510.0,224873.0,371947.0,-1816.0,-5.80%,596820.0,Trailing Stop (7% drop) - exactly 7.14% drop
"Feb 07, 2019",ICFC,SELL,198.0,148.0,29304.0,254177.0,344572.0,-1980.0,-6.33%,598749.0,Trailing Stop (7% drop) - exactly 7.50% drop
"Feb 07, 2019",LICN,SELL,20.0,1670.0,33400.0,287577.0,311172.0,2380.0,7.67%,598749.0,Trailing Stop (7% drop) - exactly 7.12% drop
"Feb 10, 2019",KBL,SELL,124.0,235.0,29140.0,316717.0,279342.0,-2108.0,-6.75%,596059.0,Trailing Stop (7% drop) - exactly 7.84% drop
"Feb 10, 2019",ALICL,SELL,49.0,588.0,28812.0,345529.0,250530.0,-1568.0,-5.16%,596059.0,Trailing Stop (7% drop) - exactly 7.55% drop
"Feb 13, 2019",EBL,SELL,57.0,510.0,29070.0,374599.0,220754.0,-2280.0,-7.27%,595353.0,Trailing Stop (7% drop) - exactly 7.27% drop
"Feb 24, 2019",NICA,SELL,78.0,370.0,28860.0,403459.0,191178.0,-1248.0,-4.15%,594637.0,Trailing Stop (7% drop) - exactly 7.04% drop
"Mar 07, 2019",NBB,BUY,159.0,187.0,-29733.0,373726.0,223173.0,0.0,0.00%,596899.0,Trend Entry (Str: 0.02)
"Mar 12, 2019",EBL,BUY,55.0,542.0,-29810.0,343916.0,257668.0,0.0,0.00%,601584.0,Trend Entry (Str: 0.05)
"Mar 12, 2019",CZBIL,BUY,139.0,215.0,-29885.0,314031.0,287553.0,0.0,0.00%,601584.0,Trend Entry (Str: 0.05)
"Mar 13, 2019",NHPC,BUY,422.0,71.0,-29962.0,284069.0,315860.0,0.0,0.00%,599929.0,Trend Entry (Str: 0.10)
"Mar 13, 2019",AHPC,BUY,282.0,106.0,-29892.0,254177.0,345752.0,0.0,0.00%,599929.0,Trend Entry (Str: 0.06)
"Mar 13, 2019",SBI,BUY,75.0,395.0,-29625.0,224552.0,375377.0,0.0,0.00%,599929.0,Trend Entry (Str: 0.04)
"Mar 13, 2019",NMB,BUY,92.0,324.0,-29808.0,194744.0,405185.0,0.0,0.00%,599929.0,Trend Entry (Str: 0.04)
"Mar 13, 2019",NICA,BUY,75.0,398.0,-29850.0,164894.0,435035.0,0.0,0.00%,599929.0,Trend Entry (Str: 0.03)
"Mar 14, 2019",PFL,BUY,228.0,132.0,-30096.0,134798.0,469614.0,0.0,0.00%,604412.0,Trend Entry (Str: 0.02)
"Mar 14, 2019",GBIME,BUY,113.0,267.0,-30171.0,104627.0,499785.0,0.0,0.00%,604412.0,Trend Entry (Str: 0.02)
"Mar 17, 2019",PCBL,BUY,92.0,324.0,-29808.0,74819.0,527788.0,0.0,0.00%,602607.0,Trend Entry (Str: 0.03)
"Mar 17, 2019",MEGA,BUY,181.0,166.0,-30046.0,44773.0,557834.0,0.0,0.00%,602607.0,Trend Entry (Str: 0.03)
"Mar 17, 2019",KBL,BUY,126.0,238.0,-29988.0,14785.0,587822.0,0.0,0.00%,602607.0,Trend Entry (Str: 0.01)
"Mar 18, 2019",CORBL,BUY,149.0,99.0,-14751.0,34.0,603151.0,0.0,0.00%,603185.0,Trend Entry (Str: 0.05)
"Apr 21, 2019",MBL,SELL,146.0,270.0,39420.0,39454.0,619505.0,8176.0,26.17%,658959.0,Take Profit (25% up) - exactly 26.17% up
"Apr 21, 2019",EBL,SELL,55.0,680.0,37400.0,76854.0,582105.0,7590.0,25.46%,658959.0,Take Profit (25% up) - exactly 25.46% up
"Apr 21, 2019",SBI,SELL,75.0,511.0,38325.0,115179.0,543780.0,8700.0,29.37%,658959.0,Take Profit (25% up) - exactly 29.37% up
"Apr 21, 2019",KBL,SELL,126.0,230.0,28980.0,144159.0,514800.0,-1008.0,-3.36%,658959.0,Trailing Stop (7% drop) - exactly 14.50% drop
"Apr 21, 2019",NABIL,BUY,38.0,866.0,-32908.0,111251.0,547708.0,0.0,0.00%,658959.0,Trend Entry (Str: 0.19)
"Apr 21, 2019",ADBL,BUY,94.0,348.0,-32712.0,78539.0,580420.0,0.0,0.00%,658959.0,Trend Entry (Str: 0.13)
"Apr 21, 2019",JFL,BUY,185.0,178.0,-32930.0,45609.0,613350.0,0.0,0.00%,658959.0,Trend Entry (Str: 0.06)
"Apr 21, 2019",LICN,BUY,20.0,1589.0,-31780.0,13829.0,645130.0,0.0,0.00%,658959.0,Trend Entry (Str: 0.05)
"Apr 21, 2019",ICFC,BUY,88.0,157.0,-13816.0,13.0,658946.0,0.0,0.00%,658959.0,Trend Entry (Str: 0.03)
"Apr 23, 2019",CORBL,SELL,149.0,92.0,13708.0,13721.0,639447.0,-1043.0,-7.07%,653168.0,Trailing Stop (7% drop) - exactly 7.07% drop
"Apr 23, 2019",ALICL,BUY,32.0,416.0,-13312.0,409.0,652759.0,0.0,0.00%,653168.0,Trend Entry (Str: 0.04)
"Apr 24, 2019",NBB,SELL,159.0,238.0,37842.0,38251.0,627428.0,8109.0,27.27%,665679.0,Take Profit (25% up) - exactly 27.27% up
"Apr 24, 2019",NHPC,SELL,422.0,68.0,28696.0,66947.0,598732.0,-1266.0,-4.23%,665679.0,Trailing Stop (7% drop) - exactly 8.11% drop
"Apr 24, 2019",NICA,SELL,75.0,506.0,37950.0,104897.0,560782.0,8100.0,27.14%,665679.0,Take Profit (25% up) - exactly 27.14% up
"Apr 24, 2019",MFIL,BUY,284.0,117.0,-33228.0,71669.0,594010.0,0.0,0.00%,665679.0,Trend Entry (Str: 0.03)
"Apr 25, 2019",SBI,BUY,66.0,508.0,-33528.0,38141.0,635271.0,0.0,0.00%,673412.0,Trend Entry (Str: 0.21)
"Apr 25, 2019",MBL,BUY,123.0,272.0,-33456.0,4685.0,668727.0,0.0,0.00%,673412.0,Trend Entry (Str: 0.15)
"Apr 28, 2019",NBB,BUY,20.0,233.0,-4660.0,25.0,677507.0,0.0,0.00%,677532.0,Trend Entry (Str: 0.11)
"May 05, 2019",AHPC,SELL,282.0,106.0,29892.0,29917.0,630463.0,0.0,0.00%,660380.0,Trailing Stop (7% drop) - exactly 7.02% drop
"May 06, 2019",EBL,BUY,44.0,675.0,-29700.0,217.0,672415.0,0.0,0.00%,672632.0,Trend Entry (Str: 0.09)
"May 09, 2019",PROFL,SELL,286.0,108.0,30888.0,31105.0,635706.0,-286.0,-0.92%,666811.0,Trailing Stop (7% drop) - exactly 13.60% drop
"May 12, 2019",NICA,BUY,62.0,498.0,-30876.0,229.0,664794.0,0.0,0.00%,665023.0,Trend Entry (Str: 0.05)
"May 15, 2019",ADBL,SELL,94.0,438.0,41172.0,41401.0,641168.0,8460.0,25.86%,682569.0,Take Profit (25% up) - exactly 25.86% up
"May 15, 2019",CORBL,BUY,325.0,105.0,-34125.0,7276.0,675293.0,0.0,0.00%,682569.0,Trend Entry (Str: 0.11)
"May 15, 2019",BFC,BUY,73.0,99.0,-7227.0,49.0,682520.0,0.0,0.00%,682569.0,Trend Entry (Str: 0.04)
"May 16, 2019",EDBL,SELL,108.0,292.0,31536.0,31585.0,649068.0,1188.0,3.91%,680653.0,Trailing Stop (7% drop) - exactly 7.89% drop
"May 19, 2019",ALICL,SELL,32.0,430.0,13760.0,45345.0,628862.0,448.0,3.37%,674207.0,Trailing Stop (7% drop) - exactly 7.33% drop
"May 19, 2019",ADBL,BUY,79.0,422.0,-33338.0,12007.0,662200.0,0.0,0.00%,674207.0,Trend Entry (Str: 0.16)
"May 19, 2019",AHPC,BUY,112.0,107.0,-11984.0,23.0,674184.0,0.0,0.00%,674207.0,Trend Entry (Str: 0.03)
"May 21, 2019",CORBL,SELL,325.0,134.0,43550.0,43573.0,640320.0,9425.0,27.62%,683893.0,Take Profit (25% up) - exactly 27.62% up
"May 21, 2019",EDBL,BUY,107.0,319.0,-34133.0,9440.0,674453.0,0.0,0.00%,683893.0,Trend Entry (Str: 0.07)
"May 23, 2019",PCBL,SELL,92.0,319.0,29348.0,38788.0,641895.0,-460.0,-1.54%,680683.0,Trailing Stop (7% drop) - exactly 16.27% drop
"May 26, 2019",AHPC,SELL,112.0,112.0,12544.0,51332.0,625552.0,560.0,4.67%,676884.0,Trailing Stop (7% drop) - exactly 7.44% drop
"May 26, 2019",CORBL,BUY,279.0,121.0,-33759.0,17573.0,659311.0,0.0,0.00%,676884.0,Trend Entry (Str: 0.19)
